阿尔河	aar(n.);
高温计	pyrameter(n.)|pyrometer(n.);
角锥	pyramid(n.);
金字塔	pyramid(n.);
棱锥	pyramid(n.);
黄铁矿	pyrite(n.);
焦热电	pyroelectricity(n.);
热电性	pyroelectricity(n.)|thermoelectricity(n.);
烙画术	pyrography(n.)|pyrogravure(n.);
烙画	pyrography(n.);
拜火教	pyrolatry(n.);
热分解	pyrolysis(n.);
火占卜	pyromancy(n.);
放火癖	pyromania(n.);
放火狂	pyromania(n.);
镁铝石	pyrope(n.);
榴子石	pyrope(n.);
热毒素	pyrotoxin(n.);
发热源	pyrotoxin(n.);
战舞	pyrrhic(n.);
抑抑格	pyrrhic(n.);
丹舌	python(n.);
大蟒	python(n.);
巨蟒	python(n.);
丹蛇	pythonic(adj.);
脓尿	pyuria(n.);
盖果	pyxidium(n.);
鸭叫声	quack(n.);
嘎嘎	quackquack(n.);
鸭子	quackquack(n.);
密医	quacksalver(n.);
线组	quad(n.);
线组合	quadding(n.);
四之意	quadr(n.);
四角形	quadrangle(n.)|tetragon(n.);
四边形	quadrangle(n.)|quadrilateral(n.)|quadrilateral(adj.);
四分圆	quadrant(n.);
象限	quadrant(n.);
四分仪	quadrant(n.);
嵌块	quadrat(n.);
正方形	quadrate(n.)|square(n.);
方形骨	quadrate(n.);
求积	quadrature(n.);
矩	quadrature(n.);
矩象	quadrature(n.);
四头肌	quadriceps(n.);
四边	quadrilateral(adj.);
四角	quadrilateral(adj.)|squarely(adv.);
四项式	quadrinomial(n.);
四项	quadrinomial(adj.);
四孔	quadripuntal(n.);
四价	quadrivalent(adj.)|tetravalent(adj.);
四科	quadrivium(n.);
四倍数	quadruple(n.);
四重	quadruple(adj.)|quadruply(adv.);
四组	quadruplet(n.);
四套	quadruplet(n.);
四工	quadruplex(n.);
四角架	quadrupod(n.);
四极	quadrupole(n.);
湿地	quag(n.)|quaggy(adj.)|quagmire(n.)|swamp(n.);
斑驴	quagga(n.);
鹌鹑	quail(n.);
战栗	quaky(adj.)|shudder(n.)|tremble(n.)|tremble(v.)|trembling(n.)|trembling(adj.)|trembly(adj.)|tremulous(adj.)|vibrant(adj.);
晕眩	qualm(n.);
疑虑	qualm(n.);
船桨	quant(n.);
量子	quanta(n.)|quentum(n.);
数量词	quantifier(n.);
量记号	quantifier(n.);
定量	quantify(v.)|quantitative(adj.)|ration(n.);
分量	quantisty(n.);
数量	quantitative(adj.)|quantity(n.)|scalar(n.);
总数	quantity(n.)|sum(n.);
原子价	quantivalence(n.)|valence(n.)|valency(n.);
量子化	quantization(n.);
量化	quantize(n.);
量化器	quantizer(n.);
定量仪	quantometer(n.);
分配量	quantum(n.);
反目	quarrel(n.);
怨言	quarrel(n.);
挑剔	quarrel(v.);
采石场	quarry(n.);
猎获物	quarry(n.);
采石工	quarryman(n.);
凿石匠	quarryman(n.);
夸脱	quart(n.);
四日热	quartan(n.);
四分法	quartation(n.);
四重奏	quartet(n.);
四次式	quartic(n.);
四次	quartic(adj.);
四开	quarto(n.);
石英	quartz(n.);
石英岩	quartzite(n.);
矽岩	quartzite(n.);
镇压	quash(v.)|repressive(adj.)|subjugation(n.)|suppress(v.)|suppression(n.)|suppressive(adj.);
四行诗	quatrain(n.);
四红	quatre(n.);
四点	quatre(n.);
震音	quaver(n.);
颤声	quaver(n.)|trill(n.)|warble(n.);
码头税	quayage(n.);
系船费	quayage(n.);
恶心	queasiness(n.);
催吐	queasy(adj.);
女王	queen(n.);
像女王	queenliness(n.);
不快	queerness(n.)|umbrage(n.);
冷浸	quench(v.);
淬熄	quenching(n.);
淬火	quenching(n.);
肉场圆	quenelle(n.);
橡黄素	quercetin(n.);
询问者	querist(n.);
质问者	querist(n.)|questioner(n.)|quizzer(n.);
手磨器	quern(n.);
疑问号	query(n.);
寻求	quest(n.)|seek(v.);
找	quest(v.);
疑问句	question(n.);
主持人	questionmaster(n.);
调查表	questionnaire(n.)|questionnaire(n.);
问卷	questionnaire(n.);
储列	queue(n.);
谬论	quibble(n.);
二码	quibinary(n.);
善变	quickchange(adj.);
胎动	quickening(n.);
使活	quickening(adj.);
速射炮	quickfirer(n.);
流砂	quicksand(n.)|quicksand(n.);
眼快	quicksighted(adj.);
快步	quickstep(n.)|trot(n.);
弄错	quidproquo(n.);
静态	quiescent(n.);
闲适	quiet(n.);
宁静	quiet(adj.)|serene(adj.)|serenity(n.)|tranquility(n.);
稳地	quietly(adv.);
平安	quietness(n.)|safety(n.);
卷毛	quiff(n.);
羽茎	quill(n.);
大翎毛	quill(n.);
鹅毛笔	quill(n.);
写作家	quilldriver(n.);
棉被	quilt(n.);
规那	quina(n.);
五的	quinary(adj.);
温悖	quince(n.);
五点形	quincunx(n.);
梅花形	quincunx(n.);
奎尼定	quinidine(n.);
奎尼丁	quinidine(n.);
奎宁	quinine(n.);
奎林	quinoline(n.);
五叶	quinquefoliolate(adj.);
规那皮	quinquina(n.);
规那树	quinquina(n.);
枪靶	quintain(n.);
刺枪靶	quintain(n.);
五日热	quintan(n.);
精粹	quintessence(n.)|quintessential(adj.);
五倍量	quintuple(n.);
名言	quip(n.)|witticism(n.);
卖国	quisle(v.);
叛国	quisle(v.);
卖国贼	quisling(n.);
免役税	quitrent(n.);
颤抖	quiver(n.)|quiver(v.)|quivery(adj.)|shakiness(n.)|shivering(adj.)|shivering(v.)|shivery(adj.)|tremble(n.);
箭袋	quiver(n.);
振动	quiver(v.)|rocking(n.)|vibrancy(n.)|vibrate(n.)|vibrate(v.)|vibrating(n.)|vibration(n.)|vibratory(adj.);
小考	quiz(n.);
牢狱	quod(n.);
圈环	quoit(n.);
掷圈环	quoit(n.);
配额	quota(n.);
报价	quotation(n.)|quote(v.);
引用语	quotation(n.);
报价单	quotation(n.);
举证	quote(v.);
每日热	quotidian(n.);
商	quotient(n.)|shang(n.);
槽口	rabbet(n.);
矩合	rabbet(n.);
兔子	rabbit(n.)|rabbitry(n.);
养兔场	rabbitry(n.)|warren(n.);
急进	rabid(adj.);
狂犬病	rabies(n.);
恐水病	rabies(n.);
莞熊	raccoon(n.);
其毛皮	raccoon(n.);
赛跑	race(n.)|race(v.)|racing(v.)|running(n.);
急流	race(n.)|riffle(n.)|riptide(n.)|rush(n.);
脊柱	rachis(n.)|[解]spine(n.);
花轴	rachis(n.);
软骨病	rachitis(n.)|rickets(n.);
按人种	racially(adv.);
人种上	racially(adv.);
风味好	raciness(n.);
空转	racing(n.);
急转	racing(n.)|sharp(adj.);
行李架	rack(n.);
拷问台	rack(n.);
球拍	racket(n.)|racquet(n.);
善谈者	raconteur(n.);
健谈者	raconteur(n.);
真空	racuum(n.)|uvauum(n.)|vacuity(n.)|vacuum(n.)|vacuum(adj.);
道地	racy(adj.)|trueborn(adj.);
涂赭色	raddle(v.);
浓妆	raddled(adj.);
径向	radial(n.);
弧度	radian(n.);
幅射	radiant(n.)|radiate(n.)|radiated(adj.)|radiated(v.)|radiation(n.);
辐射	radiant(adj.)|radiate(adj.)|radiate(v.)|radiation(n.);
散发	radiate(v.);
放射线	radiation(n.)|ray(n.);
放热	radiative(adj.);
暖器炉	radiator(n.);
冷却器	radiator(n.);
根本	radically(adv.)|rudimentary(adj.)|ultimate(n.)|ultimate(adj.)|ultimately(adv.);
幼根	radicle(n.);
根状部	radicle(n.);
半径	radii(n.)|radius(n.)|semidiameter(n.);
收音机	radio(n.)|wireless(n.);
放射能	radioactivity(n.);
放射性	radioactivity(n.);
光照片	radiograph(n.);
光线学	radiology(n.)|roentgenology(n.);
辐射计	radiometer(n.);
放射计	radiometer(n.);
萝卜	radish(n.);
镭疗法	radiumtherapy(n.);
辐射线	radius(n.);
基	radix(n.);
根	radix(n.)|root(n.)|rootage(n.)|yl;
基数	radix(n.);
天线罩	radome(n.);
冬	radon(n.);
齿舌	radula(n.);
筏	raft(n.);
救生艇	raft(n.);
乘筏	raft(v.);
制成筏	raft(v.);
椽	rafter(n.);
乘筏者	raftsman(n.);
碎布	rag(n.);
欺负	rag(v.)|tease(v.);
鸭脚稗	ragi(n.);
搜捕	raid(n.)|raid(v.);
奇袭	raid(v.);
攻入	raid(v.);
奇袭者	raider(n.);
铁轨	rail(n.);
气动车	railcar(n.);
斥责者	railer(n.);
骂人者	railer(n.);
栏干	railing(n.);
垣墙	railing(n.);
逗趣	raillery(n.);
轧轨机	railmill(n.);
铁路	railroad(n.)|railway(n.);
衣类	raiment(n.);
衣裳	raiment(n.)|vestment(n.)|vesture(n.);
下雨	rain(v.)|rained(v.)|rainy(adj.)|wet(adj.)|wetness(n.);
雨线	rainband(n.);
彩虹	rainbow(n.);
虹	rainbow(n.);
雨衣	raincoat(n.)|rainwear(n.)|slicker(n.);
雨滴	raindrop(n.);
雨点	raindrop(n.);
降雨	rainfall(n.);
雨量	rainfall(n.);
防雨帽	rainhat(n.);
多雨	raininess(n.)|rainy(adj.)|wetter(adj.)|wettest(adj.);
落水管	rainspout(n.);
暴风雨	rainstorm(n.)|snowstorm(n.)|storm(n.)|tempest(n.);
雨水	rainwater(n.)|water(n.);
防水衣	rainwear(n.)|slicker(n.);
增高	raise(n.);
升起	raise(v.)|raising(v.)|rise(v.)|risen(v.)|rising(v.)|uprise(n.)|uprising(n.);
提高者	raiser(n.);
栽培者	raiser(n.);
加薪	raises(n.);
建造	raises(v.);
扬起	raises(v.);
葡萄乾	raisin(n.);
分赃	rakeoff(n.);
回扣	rakeoff(n.)|rebate(n.);
青快	rakish(adj.);
公羊	ram(n.)|tup(n.);
撞鎚	ram(n.);
冲鎚	ram(n.);
力击	ram(v.);
雷标	ramark(n.);
漫游	ramble(v.)|roam(v.);
漫步者	rambler(n.);
多枝	ramose(adj.);
坡道	ramp(n.);
乱闹	rampage(n.)|rampageous(adj.)|revelry(n.);
乱冲	rampage(n.);
猖厥	rampancy(n.);
跋扈	rampancy(n.);
垒	rampart(n.);
壁垒	rampart(n.)|vallation(n.)|vallum(n.);
城墙	rampart(n.);
大农场	ranch(n.);
腐臭	rancid(adj.);
恨意	rancor(n.);
深恨	rancorous(adj.);
乱步	random(n.);
鸣响	rang(v.)|resound(v.);
响起	rang(v.);
敲钟	rang(v.);
归类於	range(v.)|ranging(v.)|rank(v.);
守林人	ranger(n.);
骑警	ranger(n.);
恶臭	rank(adj.)|reek(n.)|rotten(adj.);
列於	rank(v.);
兵	ranker(n.);
上级	ranking(adj.)|upper(adj.);
赎金	ransom(n.);
赎身	ransom(n.)|redemption(n.)|redemptive(adj.);
赎回	ransom(n.)|redeem(v.)|redemption(n.)|redemptive(adj.);
粗言	rant(n.);
怒吼	rant(n.)|raving(n.)|roaring(n.)|storm(v.);
拍击	rap(n.)|slap(v.);
强夺	rapacious(adj.)|ravish(v.)|rend(v.)|spoliation(n.);
贪欲	rapacious(adj.)|rapacity(n.);
油菜籽	rapeseed(n.);
飞快	rapid(adj.)|wingfooted(adj.);
急促	rapid(adj.);
强奸者	rapist(n.);
敲杆	rapper(n.);
记录员	rapporteur(n.)|recorder(n.)|scorer(n.);
稀罕	rare(adj.)|rareness(n.)|rarer(adj.)|rarest(adj.)|scarce(adj.)|unique(adj.);
罕有	rare(adj.)|rarely(adv.);
珍贵	rare(adj.)|rarer(adj.)|rarest(adj.);
很少	rarely(adv.)|seldom(adv.);
珍奇	rareness(n.)|uncommonly(adv.);
急切	raring(adj.)|urgent(adj.);
淘气鬼	rascal(n.)|urchin(n.);
粗锉刀	rasp(n.);
擦菜板	rasp(n.);
刺耳	raspy(adj.)|raucous(adj.)|shrilly(adv.)|stridence(n.)|strident(adj.);
试映图	raster(n.);
鼠	rat(n.);
变节者	rat(n.)|renegade(n.)|turncoat(n.);
隆块	rat(n.);
捕鼠	rat(v.);
敲鼓声	rataplan(n.);
棘轮	ratchet(n.);
棘齿轮	ratchet(n.);
定格	rated(adj.);
额定	rated(adj.)|rating(n.);
速率计	ratemeter(n.);
稍微	rather(adv.)|ratherish(adv.)|shade(n.);
约略	ratherish(adv.);
啤酒间	rathskeller(n.);
餐厅	rathskeller(n.)|refectory(n.)|restaurant(n.);
杀鼠药	raticide(n.)|ratsbane(n.);
灭鼠药	raticide(n.);
批准者	ratifier(n.);
定额	rating(n.)|ration(n.);
比	[数]ratio(n.);
理性	rational(adj.)|reason(n.);
纯理	rationalistic(adj.);
合理性	rationality(n.);
纯理性	rationality(n.);
藤茎	rattan(n.);
藤杖	rattan(n.);
响尾蛇	rattlesnake(n.);
破马车	rattletrap(n.);
捕鼠机	rattrap(n.);
沙声	raucous(adj.);
粗声	raucous(adj.);
狂吼	rave(n.);
弄明白	ravel(v.);
三角堡	ravelin(n.);
大乌鸦	raven(n.);
乌黑	raven(adj.);
猎食	ravin(n.);
山峡	ravine(n.);
溪谷	ravine(n.)|[诗]vale(n.);
生的肉	raw(n.);
生皮鞭	rawhide(n.);
射线距	raydist(n.);
剃刀	razor(n.);
海雀类	razorbill(n.);
酷评	razz(n.);
冷笑	razz(n.)|razz(v.)|sardonic(adj.)|sneer(n.)|sneer(v.);
攻占	razzia(n.);
河段	reach(n.);
反动	react(v.)|reaction(n.)|reactive(adj.)|rebound(n.)|retroact(v.)|retroaction(n.)|retroactive(adj.);
电抗	reactance(n.);
反动者	reactionary(n.);
复活	reactivation(n.)|reanimation(n.)|redivivus(adj.)|regenesis(n.)|renascence(n.)|renascent(adj.)|resurge(v.)|resurgence(n.)|resurrection(n.)|revival(n.)|revivification(n.)|reviviscence(n.)|reviviscent(adj.);
无功	reactive(n.);
反应度	reactivity(n.);
反应者	reactor(n.);
反应器	reactor(n.)|responder(n.);
电抗器	reactor(n.);
读	read(v.)|reading(v.);
再致词	readdress(v.);
阅读者	reader(n.);
读书人	reader(n.);
朗读者	reader(n.);
购读者	reader(n.);
解答人	reader(n.);
读者	readership(n.);
读物	reading(n.);
现成	readmade(adj.)|readymade(adj.)|readytowear(adj.);
转贩	readmade(adj.);
做好	readymade(adj.)|readytowear(adj.);
再断言	reaffirm(v.)|reaffirmation(n.);
再肯定	reaffirm(v.)|reaffirmation(n.);
试药	reagent(n.);
试剂	reagent(n.);
实数	real(adj.);
鸡冠石	realgar(n.);
写实	realistically(adv.);
逼真	realistically(adv.);
本体	reality(n.);
实得	realization(n.);
净得	realize(v.);
真地	really(adv.)|veritably(adv.);
实际上	really(adv.);
王国	realm(n.)|regality(n.)|regnal(adj.);
连	ream(n.);
扩孔锥	reamer(n.);
纹孔	reaming(n.);
再出现	reappear(v.);
再现	reappearance(n.)|recurrence(n.)|redivivus(adj.)|reproduction(n.)|resurgence(n.);
再发	reappearance(n.);
再任命	reappoint(v.)|renominate(v.)|renomination(n.);
再任	reappoint(v.);
使复职	reappoint(v.);
再评价	reappraisal(n.)|reassess(v.)|revaluation(n.)|revalue(v.);
背後	rear(n.)|rearward(n.);
再排列	rearrange(v.);
再整理	rearrange(v.);
理智	reason(n.);
下判断	reason(v.);
明理	reasonable(adj.);
论证	reasoning(n.);
再断谳	reassert(v.);
再主张	reassertion(n.);
再摊派	reassess(v.);
再课税	reassess(v.);
再交付	reassign(v.);
交还	reassign(v.)|retrocession(n.);
再取	reassume(v.)|retake(v.);
再接受	reassume(v.)|reassumption(n.);
再假定	reassume(v.)|reassumption(n.);
取回	reassumption(n.)|recapture(n.)|repossession(n.)|resumption(n.)|resumptive(adj.)|retake(v.)|retrieval(n.)|retrieve(n.)|withdraw(v.);
安心	reassurance(n.)|reassuring(adj.)|secure(adj.);
放心	reassurance(n.)|trustingly(adv.);
再保证	reassurance(n.);
夺	reave(v.)|seizing(n.);
退还	rebate(v.)|reimburse(v.);
打折扣	rebate(v.);
反叛者	rebel(n.);
谋反	rebel(v.)|rebellion(n.);
造反	rebelled(v.)|rebellious(adj.)|rising(n.);
回吼	rebellow(v.);
重綑	rebind(v.)|rebound(adj.);
再生	rebirth(n.)|reborn(adj.)|regenerate(n.)|regenerate(v.)|regeneration(n.)|regenerative(adj.)|regenesis(n.)|renaissance(n.)|renascent(adj.)|reproduce(v.)|reproductive(adj.);
更生	rebirth(n.)|reborn(adj.)|regenerative(adj.)|regenesis(n.);
新生	rebirth(n.)|renascence(n.);
重搪	reboring(n.);
反弹	rebound(n.);
反拨	rebound(n.);
长围巾	rebozo(n.);
转播	rebroadcast(v.)|rebroadcast(n.);
重播	rebroadcast(v.)|rebroadcast(n.);
再建	rebuild(v.)|reconstruction(n.)|reconstructive(adj.);
重建	rebuild(v.)|reconstruct(v.)|redintegrate(v.)|reestablish(v.)|regeneration(n.);
斥责	rebuke(v.)|revile(v.);
谜绘	rebus(n.);
举反证	rebut(v.);
反驳者	rebutter(n.)|traverser(n.);
回踢	recalcitrate(v.);
再织	recalescence(n.);
再辉	recalescence(n.);
召回	recall(n.)|recall(v.);
恢复	recall(v.)|recover(v.)|recovery(n.)|recruit(v.)|recuperate(v.)|recuperation(n.)|reestablish(v.)|regain(v.)|renew(v.)|repossession(n.)|restoration(n.)|restore(v.)|resumption(n.)|resumptive(adj.)|resurrection(n.)|resuscitate(v.)|retrieval(n.)|revert(v.)|revivification(n.);
改说	recant(v.)|recantation(n.)|reword(v.);
撤回	recant(v.)|retract(v.)|retractation(n.)|retraction(n.)|unsay(v.)|withdraw(v.);
夺回	recapture(n.)|reseize(v.)|reseizure(n.);
增碳	recarburization(n.);
增碳剂	recarburizer(n.);
重铸	recast(n.)|recasting(n.);
向後退	recede(v.);
收据	receipt(n.);
领收	receipt(n.);
收到	receipt(n.)|receive(v.);
迎接	receive(v.);
接收器	receiver(n.);
收款员	receiver(n.);
接待者	receiver(n.);
收受	receiving(n.);
校订本	recension(n.);
近代	recent(adj.);
近世	recent(adj.);
接待	reception(n.)|welcome(n.);
欢迎	reception(n.)|welcome(n.);
感受性	receptivity(n.)|susceptibility(n.);
受容器	receptor(n.);
休息	recess(n.)|recess(v.)|recumbency(n.)|repose(n.)|repose(v.)|respite(n.)|rest(n.)|rest(v.);
放假	recess(n.);
作凹处	recess(v.);
退行	recessive(adj.);
劣性	recessive(adj.);
再袭击	recharge(n.);
再装填	recharge(n.)|recharge(v.);
再充电	recharge(v.);
再控告	recharge(v.);
接充电	rechargeable(n.);
优良	recherche(adj.);
细腻	recherche(adj.);
累犯	recidivist(n.);
食谱	recipe(n.);
秘诀	recipe(n.);
领受	recipient(adj.);
倒数	reciprocal(n.);
互惠	reciprocal(adj.);
报答者	reciprocator(n.);
相互性	reciprocity(n.);
背诵	recital(n.)|recite(v.)|rehearsal(n.);
背诵诗	recitation(n.);
吟诵部	recitative(adj.);
朗读	recite(v.);
背诵者	reciter(n.);
吟诵者	reciter(n.);
朗诵集	reciter(n.);
介意	reck(v.);
为重要	reck(v.);
评估	reckon(v.);
计算者	reckoner(n.);
清算人	reckoner(n.);
算帐	reckoning(n.);
回收者	reclaimer(n.);
矫正	reclamation(n.)|rectification(n.)|rectify(v.)|redress(n.)|reformative(adj.)|remedial(adj.)|remedy(v.);
驯养	reclamation(n.)|tame(v.);
靠在	recline(v.);
斜倚	recline(v.);
倚靠	recline(v.);
卧椅	recliner(n.);
复闭	reclosing(n.);
再穿着	reclothe(v.);
遁世者	recluse(n.);
隐遁	recluse(adj.)|reclusion(n.)|reclusive(adj.)|seclusion(n.);
赞誉	recognition(n.);
认得	recognition(n.);
具结	recognizance(n.);
保证金	recognizance(n.)|security(n.);
弹回	recoil(n.)|recoil(v.)|repellent(adj.)|repercussion(n.)|resile(v.)|resilient(adj.);
後座力	recoil(n.);
改铸	recoin(v.)|recoinage(n.)|remold(v.);
回想	recollect(v.)|recollection(n.)|remembrance(n.)|reminiscence(n.)|vista(n.);
忆起	recollect(v.);
再结合	recombine(v.);
重组	recombine(v.);
托付	recommend(v.);
推荐信	recommendation(n.);
长处	recommendatory(adj.);
再托	recommit(v.);
再犯	recommit(v.)|recommittal(n.);
再委托	recommittal(n.);
回礼	recompense(n.);
重排	recomposition(n.);
修理	recondition(v.)|renovation(n.)|repair(n.)|repair(v.)|reparative(adj.);
搜察	reconnaissance(n.);
勘察队	reconnaissance(n.);
再考虑	reconsider(v.)|reconsideration(n.);
再审查	reconsideration(n.)|reexamine(v.);
再议	reconsideration(n.);
复兴	reconstruct(v.)|reconstruction(n.)|reestablish(v.)|renaissance(n.)|renewal(n.)|resurrection(n.)|resuscitation(n.)|revival(n.);
再改宗	reconversion(n.);
破记录	recordbreaking(n.);
记录器	recorder(n.);
录音	recording(n.);
救生索	recourse(n.);
追索权	recourse(n.);
复原	recover(v.)|recovery(n.)|redintegration(n.)|regress(n.)|regress(v.)|rehabilitation(n.)|undid(v.);
痊癒	recovery(n.);
胆怯者	recreant(n.);
休养	recreation(n.)|recreational(adj.);
相责	recrimination(n.);
揭丑	recrimination(n.);
反责	recrimination(n.);
复发	recrudesce(v.)|recrudescence(n.);
再起	recrudesce(v.)|resurge(v.)|resurgence(n.);
再燃	recrudescence(n.)|rekindle(v.);
新兵	recruit(n.)|trainee(n.);
新份子	recruit(n.);
新会员	recruit(n.);
再结晶	recrystallization(n.);
长方形	rectangle(n.);
矩形	rectangle(n.)|rectangular(n.);
改订	rectification(n.)|revises(n.)|revises(v.)|revisory(adj.)|rework(v.);
改正者	rectifier(n.);
矫正者	rectifier(n.);
成直线	rectilinear(n.);
右页	recto(n.);
面页	recto(n.);
院长	rectorial(adj.);
靠着	recumbency(n.)|recumbent(adj.);
复热器	recuperator(n.);
回到	recur(v.)|revert(v.);
重现	recur(v.);
再来	recur(v.);
再发生	recurrence(n.);
反复	recurrence(n.)|repeat(n.)|repeating(adj.)|repeating(v.);
再循环	recycling(n.);
红的	red(adj.)|redder(adj.)|reddest(adj.)|rubicund(adj.)|ruddy(adj.);
